3.504999,2.103001,2.243200,3.925600,1.822601,3.785400,1.962799,3.645199,3.645199,1.962799
3.785400,3.785400,2.243200,1.962799,3.785400,2.103001,0.280399,1.962799,1.962799,2.243200
3.785400,4.065802,0.280399,3.645199,2.103001,3.785400,0.000000,1.682400,3.645199,2.243200
3.144485,2.824030,1.602286,3.324743,3.064372,3.424887,1.241771,2.283257,2.643771,2.203143
2.864086,3.064373,1.321885,3.284685,3.384829,3.144487,1.281828,2.042914,2.363371,2.243200
2.543628,2.824030,1.281828,3.565085,3.424887,3.384830,1.281828,2.002857,2.603714,1.962800
2.503571,2.783972,1.562228,3.324743,3.424887,3.424887,1.562228,2.002857,2.643771,1.642343
2.503571,2.783972,1.602285,3.284685,3.144487,3.424887,1.321885,2.283257,2.643771,1.321886
2.503571,2.783972,1.602285,3.284685,3.384830,3.424887,1.281828,2.323313,2.643771,1.001429
2.503571,3.064372,1.602285,3.004285,3.424887,3.424887,1.562228,2.323313,2.643771,0.680971
2.783971,3.104429,1.602285,3.244628,3.424887,3.424887,1.321885,2.323313,2.643771,0.640914
2.824028,2.824029,1.882686,3.284685,3.144487,3.705287,1.001428,2.323313,2.643771,0.640914
3.104428,2.783972,1.922743,3.004285,2.824030,3.745344,0.961371,2.603714,2.363371,0.640914
2.864085,2.783972,1.922743,3.244628,2.783973,3.464944,0.961371,2.643770,2.042914,0.921314
3.104428,2.503572,2.203143,3.004285,3.064373,3.424887,1.241771,2.643770,2.002857,0.961371
3.144485,2.463515,2.243200,2.683828,3.104430,3.424887,1.281829,2.924171,2.283257,0.961371
2.864085,2.183115,1.962800,2.924171,3.104430,3.424887,1.281829,2.964228,2.603714,0.961371
2.824028,2.143058,1.642343,2.683828,2.824030,3.424887,1.281829,2.964228,2.924171,0.680971
3.104428,2.423458,1.602286,2.363371,2.783973,3.144487,1.281829,3.244628,3.244628,0.360514
2.864085,2.463515,1.602286,2.603714,2.783973,3.104429,1.281829,3.004285,3.565086,0.600857
3.104428,2.183115,1.321885,2.363371,3.064373,3.104429,1.001429,3.244628,3.885543,0.360514
3.144485,2.143058,1.281828,2.323313,2.824030,3.104429,0.961371,3.004285,3.925600,0.600857
2.864085,2.423458,1.281828,2.323313,2.783972,3.104429,0.961371,2.964228,3.925600,0.640914
3.104428,2.463515,1.562228,2.042914,2.783972,3.104429,0.961371,3.244628,3.925600,0.921314
2.864085,2.743915,1.882686,2.283257,3.064373,3.104429,1.241771,3.284685,3.645200,0.961371
2.824028,2.503572,1.642343,2.603714,3.104429,3.104429,1.562229,3.284685,3.324743,0.961371
2.824028,2.463515,1.321885,2.363371,3.384829,3.104429,1.882686,3.565085,3.284685,0.680971
2.824028,2.463515,1.562228,2.603714,3.424887,3.104429,1.922743,3.605143,3.004285,0.921314
2.543628,2.463515,1.602286,2.643771,3.705287,3.104429,1.922743,3.885543,2.964228,0.680971
2.783971,2.183115,1.602286,2.643771,3.745344,3.104429,1.642343,3.645200,2.964228,0.921314
2.824028,2.143058,1.602286,2.643771,3.464944,2.824029,1.321885,3.324743,2.964228,0.680971
2.824028,1.862658,1.321885,2.643771,3.424887,3.064372,1.281828,3.004286,2.964228,0.640914
2.824028,2.103001,1.562228,2.363371,3.424887,3.384829,1.281828,2.683828,2.964228,0.640914
2.824028,2.143058,1.882686,2.603714,3.144487,3.144487,1.001428,2.643771,2.683828,0.640914
2.824028,2.143058,1.922743,2.643771,3.104429,3.104429,0.961371,2.643771,2.924171,0.360514
3.104428,2.143058,1.922743,2.924171,2.824029,2.824030,0.961371,2.643771,2.683828,0.320457
3.144485,2.143058,1.642343,3.244628,2.503572,2.503572,0.961371,2.924171,2.363371,0.040057
3.144485,2.143058,1.321885,3.565085,2.463515,2.463516,1.241771,2.964228,2.323313,0.280400
3.144485,2.143058,1.562228,3.324743,2.463515,2.463516,1.001428,2.964228,2.323313,0.320457
