-12,3.505
-10,3.7854
-10,3.7854
-24,1.8226
-12,3.505
-10,3.7854
-24,1.8226
-26,1.5422
-26,1.5422
-12,3.505
-24,1.8226
-12,3.505
-10,3.7854
-10,3.7854
-24,1.8226
-12,3.505
-24,1.8226
-12,3.505
-10,3.7854
-24,1.8226
-12,3.505
-10,3.7854
-24,1.8226
-12,3.505
-10,3.7854
-24,1.8226
-12,3.505
-24,1.8226
-12,3.505
-24,1.8226
-12,3.505
-24,1.8226
-12,3.505
-10,3.7854
-24,1.8226
-12,3.505
-24,1.8226
-12,3.505
-10,3.7854
-10,3.7854
-10,3.7854
-24,1.8226
-12,3.505
-24,1.8226
-12,3.505
-24,1.8226
-26,1.5422
-26,1.5422
-12,3.505
-24,1.8226
-26,1.5422
-12,3.505
-24,1.8226
-26,1.5422
-26,1.5422
-26,1.5422
-12,3.505
-10,3.7854
-10,3.7854
-10,3.7854
-10,3.7854
-10,3.7854
-10,3.7854
-10,3.7854
-10,3.7854
-10,3.7854
-10,3.7854
-10,3.7854
-10,3.7854
-24,1.8226
-12,3.505
-10,3.7854
-10,3.7854
-24,1.8226
-12,3.505
-10,3.7854
-10,3.7854
-10,3.7854
-10,3.7854
-10,3.7854
-10,3.7854
-24,1.8226
-26,1.5422
-26,1.5422
-12,3.505
-10,3.7854
-24,1.8226
-12,3.505
-10,3.7854
-10,3.7854
-10,3.7854
-10,3.7854
-10,3.7854
-24,1.8226
-12,3.505
-24,1.8226
-12,3.505
-24,1.8226
15,7.2904
756,111.179
2199,313.487
3136,444.855
3618,512.431
3608,511.029
3363,476.68
3012,427.47
2593,368.726
2245,319.936
1894,270.726
1596,228.947
1375,197.962
1124,162.772
965,140.48
818,119.871
673,99.542
584,87.0642
475,71.7824
405,61.9684
353,54.678
263,42.06
237,38.4148
192,32.1058
158,27.339
139,24.6752
110,20.6094
91,17.9456
75,15.7024
45,11.4964
54,12.7582
29,9.2532
25,8.6924
24,8.5522
10,6.5894
22,8.2718
-4,4.6266
7,6.1688
8,6.309
-6,4.3462
-8,4.0658
-8,4.0658
-8,4.0658
-8,4.0658
-8,4.0658
-8,4.0658
-21,2.2432
-10,3.7854
-9,3.9256
-21,2.2432
-10,3.7854
-22,2.103
-10,3.7854
-9,3.9256
-21,2.2432
-24,1.8226
-10,3.7854
-22,2.103
-10,3.7854
-22,2.103
-24,1.8226
-10,3.7854
-22,2.103
-24,1.8226
-10,3.7854
-22,2.103
-24,1.8226
-24,1.8226
-24,1.8226
-24,1.8226
-24,1.8226
-10,3.7854
-9,3.9256
-8,4.0658
-21,2.2432
-24,1.8226
-10,3.7854
-9,3.9256
-21,2.2432
-10,3.7854
-9,3.9256
-8,4.0658
-8,4.0658
-21,2.2432
-10,3.7854
-22,2.103
-10,3.7854
-22,2.103
-24,1.8226
-10,3.7854
-9,3.9256
-21,2.2432
-10,3.7854
-22,2.103
-24,1.8226
-10,3.7854
-9,3.9256
-21,2.2432
-24,1.8226
-10,3.7854
-9,3.9256
-8,4.0658
-21,2.2432
-10,3.7854
-9,3.9256
-21,2.2432
-24,1.8226
-24,1.8226
-24,1.8226
-24,1.8226
-10,3.7854
-9,3.9256
-21,2.2432
-24,1.8226
-10,3.7854
-22,2.103
-10,3.7854
-22,2.103
-24,1.8226
-10,3.7854
-22,2.103
-10,3.7854
-22,2.103
-24,1.8226
-24,1.8226
-24,1.8226
-10,3.7854
-22,2.103
-24,1.8226
-24,1.8226
-10,3.7854
-22,2.103
-24,1.8226
-10,3.7854
-22,2.103
-24,1.8226
-24,1.8226
-10,3.7854
-22,2.103
-10,3.7854
-9,3.9256
-21,2.2432
-10,3.7854
-9,3.9256
-8,4.0658
-8,4.0658
-8,4.0658
-21,2.2432
-10,3.7854
-22,2.103
-24,1.8226
-24,1.8226
-10,3.7854
-22,2.103
-24,1.8226
-24,1.8226
-24,1.8226
-24,1.8226
-24,1.8226
-10,3.7854
-22,2.103
-10,3.7854
-22,2.103
-24,1.8226
-10,3.7854
-22,2.103
-24,1.8226
-24,1.8226
-24,1.8226
-10,3.7854
-22,2.103
-24,1.8226
-24,1.8226
-10,3.7854
-22,2.103
-24,1.8226
-24,1.8226
-24,1.8226
-24,1.8226
-24,1.8226
-24,1.8226
-24,1.8226
-10,3.7854
-9,3.9256
-21,2.2432
-10,3.7854
-9,3.9256
-21,2.2432
-24,1.8226
-24,1.8226
-10,3.7854
-9,3.9256
-8,4.0658
-8,4.0658
-21,2.2432
-24,1.8226
-24,1.8226
-24,1.8226
-24,1.8226
-24,1.8226
-24,1.8226
-24,1.8226
-24,1.8226
-10,3.7854
-9,3.9256
-21,2.2432
-10,3.7854
-22,2.103
-24,1.8226
-10,3.7854
-9,3.9256
-21,2.2432
-24,1.8226
-10,3.7854
-22,2.103
-10,3.7854
-22,2.103
-24,1.8226
-10,3.7854
-9,3.9256
-21,2.2432
-10,3.7854
-9,3.9256
-21,2.2432
-10,3.7854
-22,2.103
-10,3.7854
-22,2.103
-10,3.7854
-9,3.9256
-21,2.2432
-10,3.7854
-9,3.9256
-21,2.2432
-10,3.7854
-9,3.9256
-21,2.2432
-10,3.7854
-22,2.103
-10,3.7854
-9,3.9256
-21,2.2432
-10,3.7854
-22,2.103
-10,3.7854
-9,3.9256
-8,4.0658
-21,2.2432
-10,3.7854
-22,2.103
-10,3.7854
-9,3.9256
-8,4.0658
-22,2.103
-25,1.6824
-11,3.6452
-23,1.9628
-11,3.6452
-23,1.9628
-25,1.6824
-11,3.6452
-23,1.9628
-11,3.6452
-23,1.9628
-25,1.6824
-11,3.6452
-23,1.9628
-25,1.6824
-11,3.6452
-23,1.9628
-11,3.6452
-23,1.9628
-25,1.6824
-25,1.6824
-11,3.6452
-9,3.9256
-23,1.9628
-11,3.6452
-9,3.9256
-23,1.9628
-11,3.6452
-9,3.9256
-9,3.9256
-23,1.9628
-25,1.6824
-11,3.6452
-9,3.9256
-9,3.9256
-23,1.9628
-25,1.6824
-25,1.6824
-11,3.6452
-9,3.9256
-9,3.9256
-23,1.9628
-11,3.6452
-9,3.9256
-23,1.9628
-25,1.6824
-25,1.6824
-25,1.6824
-25,1.6824
-11,3.6452
-9,3.9256
-9,3.9256
-9,3.9256
-9,3.9256
-23,1.9628
-25,1.6824
-25,1.6824
-11,3.6452
-23,1.9628
-11,3.6452
-9,3.9256
-23,1.9628
-11,3.6452
-9,3.9256
-9,3.9256
-23,1.9628
-11,3.6452
-9,3.9256
-9,3.9256
-9,3.9256
-9,3.9256
-9,3.9256
-23,1.9628
-11,3.6452
-9,3.9256
-23,1.9628
-25,1.6824
-25,1.6824
-25,1.6824
-11,3.6452
-9,3.9256
-9,3.9256
-9,3.9256
-9,3.9256
-9,3.9256
-23,1.9628
-11,3.6452
-23,1.9628
-25,1.6824
-11,3.6452
-9,3.9256
-9,3.9256
-9,3.9256
-9,3.9256
-9,3.9256
-9,3.9256
-9,3.9256
-23,1.9628
-25,1.6824
-11,3.6452
-23,1.9628
-11,3.6452
-23,1.9628
-25,1.6824
-11,3.6452
-23,1.9628
-25,1.6824
-25,1.6824
-11,3.6452
-23,1.9628
-11,3.6452
-23,1.9628
-11,3.6452
-23,1.9628
-11,3.6452
-23,1.9628
-25,1.6824
-25,1.6824
-11,3.6452
-23,1.9628
-11,3.6452
-9,3.9256
-23,1.9628
-11,3.6452
-23,1.9628
-25,1.6824
-25,1.6824
-11,3.6452
-9,3.9256
-23,1.9628
-25,1.6824
-25,1.6824
-25,1.6824
-25,1.6824
-11,3.6452
-9,3.9256
-9,3.9256
-9,3.9256
-23,1.9628
